Accuracy,Precision,Recall,F1,Gmean,AUCs
0.689500726,0.663601285,0.689500726,0.668777993,0.689500726,0.789427919
0.670798521,0.721894234,0.670798521,0.59542961,0.670798521,0.676094499
0.737966151,0.692048482,0.737966151,0.689533106,0.737966151,0.796894768
0.763708293,0.712987089,0.763708293,0.700779523,0.763708293,0.793822569
0.67402322,0.738704358,0.67402322,0.594723275,0.67402322,0.677034837
