Accuracy,Precision,Recall,F1,Gmean,AUCs
0.67100296,0.651164475,0.67100296,0.656331348,0.67100296,0.736569807
0.666122036,0.711235092,0.666122036,0.593591416,0.666122036,0.66895817
0.759533669,0.707212494,0.759533669,0.692112809,0.759533669,0.791895827
0.770721707,0.718750449,0.770721707,0.700156109,0.770721707,0.791528219
0.669545431,0.721439156,0.669545431,0.596117542,0.669545431,0.675138036
