Accuracy,Precision,Recall,F1,Gmean,AUCs
0.657031649,0.647796453,0.657031649,0.651503175,0.657031649,0.759915055
0.674924874,0.741950789,0.674924874,0.592016347,0.674924874,0.679823121
0.767192127,0.713347591,0.767192127,0.696425236,0.767192127,0.798440646
0.775017931,0.722469226,0.775017931,0.70106835,0.775017931,0.794088924
0.675073607,0.739619936,0.675073607,0.59600351,0.675073607,0.673437132
