accuracy,precision,recall,f1,gmean,aucs
0.5991460734964408,0.6901511421903428,0.7156417189207847,0.6960076253274917,0.5877114785193224,0.7814673198062325
0.5801199230148355,0.6030837443004201,0.6097336478168326,0.6055245743320592,0.5793635752980077,0.6657193796380187
0.6037950967048945,0.6967451514494434,0.720013806592648,0.7033140770508793,0.5925046246881952,0.7605593740459093
0.6182638875569084,0.699941298667307,0.715756773859518,0.7056128517669036,0.6105287640868101,0.7641197231644449
0.5650961207255938,0.5890448831694216,0.6007593625956394,0.5919051900816401,0.563969643543368,0.6608705038596772
