accuracy,precision,recall,f1,gmean,aucs
0.6281577572918208,0.7028781420815393,0.7126502905137203,0.7069666702293048,0.6224493392041124,0.7877290048333542
0.5779106534839528,0.6007625165514967,0.6070298567566013,0.6031372395346091,0.5771765721259097,0.6742131263702282
0.6188112460490471,0.7018860744880361,0.7152390266352183,0.7071622770223761,0.611252027700522,0.7864474603062647
0.6271340172418118,0.7042599536895535,0.7152965541045849,0.7087525609086082,0.620906146430983,0.79024964020132
0.577115148397051,0.5981292839664953,0.6030604613703043,0.6001113585329657,0.5765316428818718,0.6714379483461468
