accuracy,precision,recall,f1,gmean,aucs
0.9285714285714286,0.94,0.94,0.94,0.9285010962375251,0.9285714285714286
0.9142857142857144,0.9222426470588236,0.92,0.9207106124357176,0.9142678569684676,0.9500000000000001
