accuracy,precision,recall,f1,gmean,aucs
0.8928571428571429,0.932,0.93,0.9280250783699061,0.8920842368937396,0.98
0.8761904761904762,0.9230263157894737,0.92,0.9171993911719939,0.8750945527144345,0.9452380952380953
